date,time_control,color,opponent,opponent_rating,my_rating,result,opening,moves_count,termination
1748029860,blitz,white,player8921,1188,1223,loss,Vienna Game,49,resign
1748030400,blitz,black,player2473,1225,1215,loss,Dutch Defense,59,resign
1748031420,blitz,black,player5236,1256,1211,loss,King's Indian Defense,33,resign
1748208180,rapid,black,player1411,1269,1346,loss,King's Indian Defense,48,resign
1748208600,blitz,white,player8684,1317,1203,loss,Queen's Gambit,38,resign
1748209080,rapid,white,player8730,1278,1353,win,Vienna Game,32,mate
1748210100,blitz,white,player4563,1329,1211,win,King's Gambit,30,outoftime
1748211000,blitz,black,player5173,1261,1203,loss,Pirc Defense,35,resign
1748212080,blitz,white,player8674,1160,1211,win,Queen's Gambit,48,mate
1748291460,bullet,black,player9081,1249,1181,loss,French Defense,13,resign
1748292000,blitz,black,player1397,1124,1203,loss,King's Indian Defense,28,mate
1748292960,rapid,black,player3088,1428,1346,loss,French Defense,42,outoftime
1748293320,blitz,black,player913,1151,1196,loss,Scandinavian Defense,40,mate
1748368800,blitz,white,player6184,1131,1203,win,Italian Game,37,resign
1748369460,rapid,white,player1269,1428,1341,loss,King's Gambit,29,resign
1748702940,bullet,white,player7846,1169,1176,loss,Italian Game,35,outoftime
1748703540,rapid,black,player4995,1372,1332,loss,French Defense,47,resign
1748704560,rapid,white,player6584,1328,1338,win,London System,65,resign
1748705520,blitz,white,player5644,1242,1209,win,English Opening,81,resign
1748706360,blitz,black,player9248,1257,1205,loss,Pirc Defense,17,mate
1748894460,rapid,black,player8992,1271,1330,loss,Pirc Defense,35,resign
1748894820,blitz,black,player1228,1154,1196,loss,Pirc Defense,29,resign
1748895540,blitz,black,player3139,1207,1201,win,Dutch Defense,52,resign
1748896080,rapid,white,player3210,1234,1332,draw,King's Gambit,24,draw
1748896800,rapid,white,player817,1311,1328,loss,Scotch Game,41,resign
1748897820,blitz,white,player9771,1097,1209,win,English Opening,31,resign
1748980800,bullet,white,player9242,1297,1168,loss,English Opening,36,mate
1748981820,blitz,white,player8611,1100,1203,loss,Scotch Game,8,mate
1749057120,blitz,white,player7615,1276,1198,loss,Ruy Lopez,33,resign
1749057420,blitz,white,player5872,1165,1189,loss,Vienna Game,23,resign
1749140580,blitz,black,player9115,1159,1180,loss,Dutch Defense,47,resign
1749141240,blitz,black,player5045,1076,1172,loss,Sicilian Defense,33,mate
1749141480,blitz,white,player9449,1144,1179,win,London System,45,resign
1749141720,blitz,white,player1605,1145,1174,loss,Ruy Lopez,34,outoftime
1749142500,blitz,white,player9540,1145,1168,loss,Queen's Gambit,40,outoftime
1749143340,blitz,black,player6924,1071,1161,loss,Sicilian Defense,32,outoftime
1749144420,bullet,white,player8946,1252,1163,loss,Italian Game,26,mate
1749145320,blitz,white,player6560,1232,1153,loss,Vienna Game,33,resign
1749236580,blitz,black,player3345,1158,1159,win,Sicilian Defense,17,resign
1749580980,bullet,white,player496,1154,1171,win,Queen's Gambit,39,resign
1749581940,blitz,black,player3925,1255,1153,loss,Scandinavian Defense,42,outoftime
1749739140,bullet,black,player3524,1223,1164,loss,Sicilian Defense,50,mate
1749740040,blitz,white,player6270,1158,1147,loss,Scotch Game,20,resign
1749740280,blitz,white,player236,1220,1141,loss,Scotch Game,27,resign
1749740580,blitz,black,player6432,1266,1137,loss,Pirc Defense,39,outoftime
1749741480,blitz,black,player9286,1181,1132,loss,King's Indian Defense,51,outoftime
1749918660,blitz,white,player8312,1183,1140,win,Italian Game,37,outoftime
1749919140,bullet,white,player6362,1074,1172,win,Scotch Game,42,mate
1749919860,bullet,white,player8983,1190,1179,win,Vienna Game,51,resign
1749920640,blitz,white,player2478,1190,1131,loss,Ruy Lopez,52,resign
1749921480,bullet,white,player2484,1188,1175,loss,King's Gambit,34,outoftime
1749922560,bullet,black,player2255,1244,1169,loss,French Defense,14,mate
1750016280,rapid,white,player8330,1375,1333,win,London System,46,resign
1750017120,blitz,black,player345,1046,1138,win,King's Indian Defense,25,resign
1750018200,blitz,black,player7297,1197,1133,loss,Caro-Kann Defense,48,outoftime
1750018740,bullet,white,player9470,1244,1177,win,Vienna Game,25,resign
1750019520,blitz,white,player8912,1128,1128,loss,Queen's Gambit,19,mate
1750020240,blitz,white,player2827,1114,1135,win,London System,51,resign
1750020840,blitz,white,player9691,1226,1130,loss,Ruy Lopez,57,mate
1750021200,blitz,black,player5409,1040,1136,win,King's Indian Defense,29,mate
1750243500,blitz,black,player9116,1198,1145,win,Sicilian Defense,20,mate
1750244580,blitz,white,player7411,1074,1150,win,Ruy Lopez,54,resign
1750245060,rapid,white,player8269,1279,1341,win,Ruy Lopez,36,resign
1750246140,blitz,white,player9067,1133,1159,win,English Opening,37,mate
1750246620,rapid,white,player9571,1248,1349,win,Italian Game,44,outoftime
1750374600,rapid,white,player6138,1385,1355,win,English Opening,27,resign
1750375680,blitz,white,player4596,1190,1168,win,Vienna Game,31,resign
1750619100,blitz,black,player2225,1269,1177,win,King's Indian Defense,50,resign
1750619880,rapid,black,player125,1291,1349,loss,King's Indian Defense,49,outoftime
1750620840,blitz,white,player3396,1066,1186,win,Vienna Game,48,mate
1750621740,blitz,white,player6588,1189,1182,loss,Scotch Game,34,resign
1750621980,rapid,white,player2324,1326,1341,loss,King's Gambit,18,resign
1750715820,blitz,black,player8879,1261,1173,loss,Pirc Defense,56,resign
1750716360,rapid,black,player2819,1281,1334,loss,Sicilian Defense,40,resign
1750717140,rapid,white,player1522,1426,1327,loss,Queen's Gambit,27,resign
1750854180,rapid,white,player5672,1335,1335,win,Queen's Gambit,38,mate
1750855260,blitz,black,player2274,1084,1168,loss,Dutch Defense,39,outoftime
1750855860,rapid,white,player855,1447,1344,win,Italian Game,41,resign
1750856160,blitz,black,player4632,1245,1174,win,Sicilian Defense,14,mate
1750950000,bullet,white,player4741,1148,1178,draw,London System,33,draw
1750950780,blitz,white,player926,1286,1183,win,Scotch Game,41,mate
1751064000,rapid,black,player8840,1299,1350,win,Scandinavian Defense,40,resign
1751064300,bullet,black,player7725,1070,1171,loss,Scandinavian Defense,8,resign
1751064660,bullet,black,player7526,1094,1164,loss,French Defense,44,outoftime
1751065320,blitz,black,player9515,1181,1190,win,Sicilian Defense,42,resign
1751066340,rapid,white,player6873,1398,1357,win,King's Gambit,42,resign
1751405820,blitz,black,player1376,1167,1190,draw,Scandinavian Defense,36,draw
1751406840,blitz,black,player9901,1096,1184,loss,French Defense,15,resign
1751407140,rapid,black,player9615,1402,1353,loss,French Defense,54,mate
1751739180,rapid,black,player5740,1439,1346,loss,French Defense,26,outoftime
1751739480,rapid,black,player113,1433,1353,win,Dutch Defense,30,outoftime
1751740020,blitz,black,player6371,1109,1193,win,Dutch Defense,13,resign
1751740620,blitz,white,player6935,1108,1201,win,Ruy Lopez,65,resign
1751832540,rapid,black,player7074,1265,1361,win,Pirc Defense,77,outoftime
1751916480,blitz,white,player8320,1233,1209,win,Ruy Lopez,34,mate
1751917260,blitz,white,player8724,1190,1217,win,English Opening,69,mate
1751918280,bullet,black,player1379,1065,1174,win,King's Indian Defense,30,resign
1751919060,blitz,white,player5531,1298,1225,win,King's Gambit,22,resign
1751987400,blitz,black,player4880,1259,1233,win,Pirc Defense,45,resign
1751987880,blitz,white,player4309,1325,1239,win,Queen's Gambit,19,resign
1751988120,rapid,white,player8044,1361,1368,win,Ruy Lopez,45,resign
1751988360,blitz,white,player6377,1362,1231,loss,Ruy Lopez,53,resign
1751988780,rapid,white,player2000,1438,1363,loss,London System,52,resign
1751989440,blitz,white,player294,1297,1239,win,Vienna Game,43,outoftime
1751989920,bullet,black,player5897,1140,1170,loss,King's Indian Defense,52,resign
1751991000,rapid,black,player4061,1304,1356,loss,French Defense,33,resign
1752451440,blitz,white,player1606,1239,1247,win,Queen's Gambit,55,mate
1752925320,rapid,white,player7529,1290,1364,win,Queen's Gambit,44,mate
1752926400,bullet,black,player4643,1233,1164,loss,Pirc Defense,40,resign
1752926940,bullet,black,player6532,1082,1172,win,Dutch Defense,24,mate
1752927300,rapid,white,player7334,1442,1366,draw,Ruy Lopez,36,draw
1752927600,blitz,black,player719,1130,1241,loss,Dutch Defense,31,mate
1752928440,blitz,white,player8139,1234,1243,draw,King's Gambit,23,draw
1753306200,blitz,black,player5671,1206,1248,win,French Defense,39,outoftime
1753306500,rapid,black,player6491,1282,1374,win,Pirc Defense,53,resign
1753307040,blitz,black,player8115,1154,1253,win,Pirc Defense,26,resign
1753307640,blitz,black,player801,1348,1249,loss,King's Indian Defense,29,mate
1753308480,rapid,black,player2419,1489,1366,loss,Pirc Defense,43,mate
1753309140,rapid,black,player5135,1294,1361,loss,Scandinavian Defense,40,resign
1753309920,blitz,white,player7083,1244,1241,loss,Queen's Gambit,32,outoftime
1753310460,rapid,black,player3593,1404,1355,loss,French Defense,39,outoftime
1753387800,rapid,white,player6262,1463,1350,loss,English Opening,19,outoftime
1753388760,blitz,black,player4748,1107,1246,win,Sicilian Defense,16,resign
1753543680,blitz,white,player5034,1176,1237,loss,Italian Game,50,resign
1753544220,blitz,white,player8942,1240,1228,loss,London System,22,resign
1753738980,rapid,black,player3533,1260,1346,loss,King's Indian Defense,37,resign
1753739580,blitz,black,player8047,1285,1238,win,Sicilian Defense,32,resign
1753993200,blitz,white,player3715,1135,1246,win,King's Gambit,37,resign
1753993500,blitz,black,player2334,1250,1255,win,Sicilian Defense,29,resign
1754164980,blitz,white,player2668,1241,1263,win,English Opening,40,resign
1754165940,rapid,white,player7857,1318,1338,loss,London System,43,mate
1754231220,rapid,white,player7074,1227,1346,win,Italian Game,28,resign
1754231940,blitz,white,player3671,1204,1268,win,English Opening,45,resign
1754232780,bullet,white,player499,1136,1180,win,English Opening,46,resign
1754233440,blitz,white,player1258,1340,1260,loss,Vienna Game,21,mate
1754234160,blitz,black,player1426,1311,1251,loss,Dutch Defense,52,mate
1754234940,bullet,white,player6103,1086,1187,win,King's Gambit,46,mate
1754509260,blitz,white,player1138,1216,1242,loss,London System,53,resign
1754509800,blitz,black,player4888,1335,1251,win,Scandinavian Defense,25,resign
1754510640,bullet,white,player1360,1306,1182,loss,London System,41,mate
1754568540,bullet,white,player451,1234,1176,loss,Scotch Game,36,resign
1754569560,rapid,black,player8786,1316,1339,loss,King's Indian Defense,42,resign
1755008580,bullet,white,player8870,1124,1182,win,Ruy Lopez,29,mate
1755009600,rapid,white,player6156,1240,1346,win,Ruy Lopez,74,resign
1755009960,blitz,white,player2090,1164,1260,win,King's Gambit,50,resign
1755010620,rapid,black,player4942,1216,1337,loss,French Defense,31,resign
1755011280,bullet,white,player9126,1233,1190,win,English Opening,40,mate
1755160860,blitz,white,player8485,1136,1268,win,Scotch Game,40,outoftime
1755284580,bullet,black,player5751,1242,1183,loss,King's Indian Defense,15,mate
1755285600,rapid,white,player7044,1331,1331,loss,English Opening,69,resign
1755286500,bullet,white,player9777,1105,1192,win,Queen's Gambit,38,mate
1755455760,rapid,white,player5047,1414,1333,draw,London System,31,draw
1755456780,rapid,black,player7842,1339,1339,win,Scandinavian Defense,52,resign
1755548100,blitz,black,player4325,1288,1259,loss,King's Indian Defense,52,resign
1755548940,rapid,white,player5337,1407,1333,loss,King's Gambit,17,mate
1755549480,blitz,black,player1358,1299,1253,loss,French Defense,43,resign
1755635880,rapid,black,player6039,1419,1327,loss,Dutch Defense,53,resign
1755636900,blitz,white,player3669,1328,1246,loss,Scotch Game,48,mate
1755637260,blitz,white,player7956,1241,1241,loss,Queen's Gambit,25,outoftime
1755637620,rapid,black,player2432,1291,1333,win,Caro-Kann Defense,55,outoftime
1755687900,blitz,white,player8512,1304,1234,loss,Queen's Gambit,24,mate
1755688980,blitz,white,player3377,1122,1229,loss,Scotch Game,29,mate
1755893820,bullet,black,player1723,1280,1184,loss,French Defense,48,resign
1755894540,blitz,white,player3606,1329,1224,loss,Scotch Game,16,mate
1756145160,blitz,black,player2125,1156,1233,win,King's Indian Defense,21,outoftime
1756145820,rapid,black,player9936,1231,1342,win,Scandinavian Defense,41,resign
1756146720,blitz,black,player7893,1219,1242,win,Caro-Kann Defense,50,mate
1756146960,bullet,black,player9775,1153,1190,win,Pirc Defense,32,resign
1756386720,rapid,black,player9634,1428,1335,loss,Sicilian Defense,18,resign
1756387680,rapid,black,player2514,1385,1327,loss,French Defense,24,resign
1756388640,blitz,white,player1217,1249,1249,win,Scotch Game,34,resign
1756471140,rapid,white,player5729,1336,1335,win,English Opening,38,resign
1756472100,bullet,white,player7350,1293,1182,loss,Italian Game,34,outoftime
1756472820,rapid,black,player1892,1330,1342,win,Pirc Defense,38,resign
1756473600,rapid,black,player6289,1442,1347,win,King's Indian Defense,28,resign
1756543980,blitz,white,player4101,1150,1256,win,King's Gambit,29,mate
1756637040,blitz,black,player7021,1174,1264,win,Sicilian Defense,10,resign
1756637520,blitz,black,player8101,1210,1272,win,Scandinavian Defense,25,mate
1756637820,rapid,white,player7243,1355,1341,loss,King's Gambit,43,resign
1756732560,blitz,black,player9797,1303,1267,loss,Dutch Defense,56,resign
1756733100,blitz,black,player8946,1226,1260,loss,King's Indian Defense,32,resign
1756733580,rapid,black,player3156,1370,1346,win,Pirc Defense,51,resign
1756734360,blitz,black,player9375,1317,1251,loss,French Defense,37,outoftime
1756734780,blitz,white,player1155,1311,1244,loss,London System,33,resign
1756735620,blitz,black,player4007,1208,1237,loss,French Defense,44,mate
1756942020,rapid,white,player9122,1285,1353,win,London System,43,resign
1756942380,rapid,white,player1141,1248,1358,win,English Opening,49,resign
1756942920,rapid,white,player8296,1467,1353,loss,Vienna Game,29,resign
1757101740,bullet,black,player9673,1098,1187,win,King's Indian Defense,35,resign
1757102640,blitz,black,player9758,1133,1244,win,Caro-Kann Defense,12,resign
1757102880,blitz,black,player4650,1167,1252,win,Pirc Defense,61,mate
1757103420,blitz,black,player995,1131,1255,draw,Dutch Defense,15,draw
1757360640,blitz,white,player5029,1260,1263,win,London System,59,outoftime
1757361060,blitz,white,player1412,1229,1255,loss,English Opening,51,resign
1757362080,rapid,black,player1744,1346,1346,loss,King's Indian Defense,47,outoftime
1757450100,rapid,black,player2329,1406,1352,win,Pirc Defense,18,resign
1757450340,blitz,black,player2231,1159,1261,win,French Defense,50,outoftime
1757451300,bullet,black,player4716,1267,1193,win,King's Indian Defense,20,outoftime
1757525040,bullet,white,player7676,1093,1184,loss,Italian Game,44,outoftime
1757525400,blitz,black,player331,1172,1269,win,Scandinavian Defense,58,resign
1757526300,blitz,black,player4461,1281,1276,win,Dutch Defense,34,outoftime
1757598720,blitz,white,player7488,1250,1272,loss,Vienna Game,53,resign
1757599800,blitz,black,player3576,1257,1279,win,Sicilian Defense,32,resign
1757753940,blitz,black,player187,1345,1270,loss,Scandinavian Defense,16,outoftime
1757754420,blitz,black,player2883,1318,1280,win,French Defense,8,mate
1757755500,blitz,white,player2195,1302,1288,win,King's Gambit,37,mate
1757756160,bullet,black,player4421,1297,1177,loss,Pirc Defense,23,resign
1757880540,rapid,black,player7753,1261,1359,win,Sicilian Defense,36,resign
1757881140,blitz,black,player2525,1258,1279,loss,Sicilian Defense,42,resign
1757882160,blitz,white,player8718,1390,1273,loss,Scotch Game,42,outoftime
1757883120,rapid,black,player2098,1427,1354,loss,Sicilian Defense,23,mate
1757883420,rapid,white,player9835,1338,1346,loss,Italian Game,49,outoftime
1757884260,blitz,white,player4735,1335,1265,loss,English Opening,35,outoftime
1757884560,blitz,black,player2769,1207,1274,win,Sicilian Defense,42,outoftime
1757885160,rapid,black,player5180,1402,1353,win,Pirc Defense,53,resign
1758577140,blitz,black,player2640,1271,1282,win,Sicilian Defense,27,resign
1758578220,blitz,white,player5021,1272,1290,win,Scotch Game,47,outoftime
1758578700,rapid,white,player9413,1261,1362,win,Italian Game,23,resign
1758579720,blitz,black,player3085,1353,1285,loss,Scandinavian Defense,40,resign
1758580320,bullet,black,player3166,1245,1169,loss,French Defense,34,resign
1758657300,rapid,black,player6737,1228,1368,win,Scandinavian Defense,62,resign
1758658080,rapid,black,player2313,1416,1376,win,Scandinavian Defense,11,mate
1758658320,blitz,white,player8924,1183,1291,win,London System,42,resign
1758658980,blitz,black,player7464,1201,1283,loss,Sicilian Defense,49,resign
1758659760,blitz,black,player7174,1387,1284,draw,Scandinavian Defense,64,draw
1758998760,rapid,black,player4488,1278,1384,win,Caro-Kann Defense,34,resign
1758999840,rapid,black,player2743,1423,1377,loss,Sicilian Defense,35,resign
1759000380,blitz,white,player6495,1332,1277,loss,King's Gambit,46,resign
1759694880,blitz,white,player3531,1348,1278,draw,English Opening,8,draw
1759695420,bullet,black,player7155,1083,1161,loss,Pirc Defense,19,mate
1759695720,rapid,white,player9226,1323,1370,loss,London System,37,resign
1759696620,bullet,white,player1769,1167,1156,loss,Italian Game,45,resign
1759697640,rapid,white,player7333,1285,1364,loss,Ruy Lopez,39,resign
1759766880,blitz,white,player4798,1352,1272,loss,English Opening,21,resign
1759767600,blitz,black,player8777,1352,1272,draw,French Defense,29,draw
1759768560,blitz,black,player262,1385,1265,loss,King's Indian Defense,42,resign
1759769460,rapid,white,player707,1319,1370,win,Queen's Gambit,27,resign
1760388900,blitz,black,player6718,1341,1274,win,French Defense,21,mate
1760389560,rapid,black,player1480,1473,1362,loss,Pirc Defense,50,outoftime
1760390460,rapid,white,player2721,1256,1369,win,Scotch Game,40,resign
1760390700,blitz,black,player1082,1363,1282,win,Caro-Kann Defense,43,mate
1760391420,blitz,white,player3968,1237,1280,draw,Queen's Gambit,28,draw
1760392380,rapid,white,player8614,1315,1360,loss,King's Gambit,37,resign
1760647980,blitz,white,player8722,1385,1286,win,Italian Game,31,resign
1760898420,bullet,black,player2219,1244,1166,win,Pirc Defense,54,resign
1760899140,blitz,white,player9956,1174,1277,loss,English Opening,34,outoftime
1760986920,blitz,white,player9760,1246,1286,win,King's Gambit,8,mate
1760987400,bullet,white,player832,1246,1161,loss,Ruy Lopez,53,mate
1761150240,blitz,white,player2540,1329,1287,draw,Ruy Lopez,46,draw
1761151200,rapid,black,player7359,1462,1352,loss,King's Indian Defense,28,resign
1761152100,blitz,white,player9264,1180,1294,win,Ruy Lopez,68,mate
1761312600,blitz,white,player9595,1419,1290,loss,Queen's Gambit,55,mate
1761313260,blitz,black,player494,1184,1295,win,King's Indian Defense,45,mate
1761313740,blitz,white,player2872,1205,1301,win,Ruy Lopez,28,outoftime
1761313980,rapid,black,player5411,1399,1361,win,Caro-Kann Defense,36,mate
1761424620,blitz,black,player6776,1189,1310,win,Sicilian Defense,71,resign
1761425460,blitz,white,player2157,1342,1304,loss,Scotch Game,33,resign
1761740100,blitz,black,player2842,1193,1312,win,Scandinavian Defense,51,resign
1761740340,blitz,black,player3585,1260,1304,loss,French Defense,23,outoftime
1761740580,blitz,white,player7177,1272,1298,loss,Scotch Game,29,outoftime
1761741000,rapid,black,player5369,1343,1354,loss,Pirc Defense,29,resign
1761825540,blitz,black,player8111,1193,1299,draw,Sicilian Defense,51,draw
1761826500,blitz,white,player6266,1188,1291,loss,Queen's Gambit,44,resign
1761826860,rapid,white,player4706,1327,1347,loss,Queen's Gambit,26,resign
1761827700,bullet,black,player8190,1236,1154,loss,Caro-Kann Defense,41,mate
1761828360,bullet,white,player8193,1235,1149,loss,Italian Game,37,resign
1761828720,rapid,white,player3834,1262,1342,loss,Queen's Gambit,54,resign
1761954240,rapid,black,player949,1450,1334,loss,Pirc Defense,22,outoftime
1761955260,bullet,black,player812,1097,1158,win,Dutch Defense,45,resign
1761955740,bullet,black,player3796,1123,1163,win,French Defense,31,outoftime
1761956640,blitz,white,player7963,1204,1296,win,London System,35,mate
1762168500,bullet,white,player1667,1247,1168,win,King's Gambit,39,resign
1762169340,blitz,white,player2189,1396,1303,win,Queen's Gambit,61,resign
1762249380,blitz,white,player9923,1292,1312,win,Scotch Game,47,mate
1762250340,rapid,white,player525,1329,1325,loss,English Opening,26,resign
1762250760,blitz,white,player5922,1397,1304,loss,Queen's Gambit,41,resign
1762251360,blitz,black,player8507,1211,1300,loss,Caro-Kann Defense,60,resign
1762543080,blitz,white,player3301,1226,1309,win,Ruy Lopez,32,resign
1762543500,rapid,white,player9576,1248,1317,loss,Queen's Gambit,26,resign
1762543980,blitz,white,player3754,1412,1304,loss,Queen's Gambit,32,outoftime
1762613220,rapid,black,player262,1301,1323,win,Dutch Defense,41,mate
1762613520,blitz,black,player3341,1338,1298,loss,Caro-Kann Defense,39,mate
1762614000,blitz,black,player4389,1254,1293,loss,Pirc Defense,40,mate
1762614840,blitz,white,player2907,1240,1299,win,King's Gambit,36,resign
1763074200,blitz,black,player9722,1256,1293,loss,Pirc Defense,44,resign
1763075160,blitz,white,player8111,1381,1299,win,Italian Game,54,outoftime
1763502480,blitz,black,player8206,1223,1306,win,Scandinavian Defense,19,resign
1763503320,bullet,white,player6278,1269,1174,win,London System,41,resign
1763504100,blitz,black,player3871,1209,1312,win,French Defense,24,resign
1763576580,rapid,black,player1450,1206,1330,win,French Defense,30,mate
1763577060,rapid,white,player5568,1282,1335,win,Scotch Game,42,resign
1763577540,rapid,black,player5006,1376,1326,loss,Caro-Kann Defense,49,mate
1763840460,blitz,white,player9154,1242,1306,loss,Vienna Game,39,resign
1763841120,blitz,white,player9249,1246,1315,win,King's Gambit,15,resign
1763841360,blitz,white,player6708,1398,1322,win,Scotch Game,39,resign
1763935140,blitz,black,player6347,1411,1313,loss,Scandinavian Defense,16,resign
1764094860,rapid,black,player9985,1296,1331,win,Pirc Defense,29,mate
1764095160,bullet,black,player8595,1104,1184,win,French Defense,38,mate
1764095400,blitz,black,player3482,1211,1321,win,King's Indian Defense,44,mate
1764346320,blitz,black,player4144,1193,1314,loss,French Defense,44,resign
1764347040,blitz,black,player7576,1340,1320,win,King's Indian Defense,22,outoftime
1764348000,blitz,white,player3105,1237,1312,loss,Vienna Game,60,outoftime
1764348900,rapid,black,player4882,1237,1338,win,Pirc Defense,35,resign
1764545700,blitz,black,player3497,1227,1319,win,Sicilian Defense,33,mate
1764546420,blitz,white,player3285,1381,1311,loss,Queen's Gambit,36,resign
1764546720,rapid,white,player4069,1415,1331,loss,King's Gambit,39,resign
1764796200,rapid,white,player283,1236,1340,win,Ruy Lopez,34,resign
1764796740,blitz,white,player1784,1368,1320,win,London System,30,resign
1764797340,rapid,black,player6238,1225,1348,win,Sicilian Defense,45,outoftime
1764797580,blitz,white,player2850,1260,1316,loss,King's Gambit,32,outoftime
1764798480,blitz,black,player8975,1392,1325,win,Scandinavian Defense,26,resign
1764851100,rapid,white,player1203,1336,1355,win,Vienna Game,47,resign
1764852180,blitz,black,player9425,1336,1320,loss,Dutch Defense,54,resign
1764852960,blitz,black,player5309,1411,1314,loss,Pirc Defense,69,resign
1765060080,blitz,white,player4090,1191,1319,win,Italian Game,34,resign
1765221300,bullet,black,player8633,1161,1191,win,Pirc Defense,34,resign
1765222260,bullet,black,player985,1114,1184,loss,Dutch Defense,55,mate
1765222680,rapid,white,player3253,1318,1361,win,Vienna Game,26,resign
1765363020,blitz,white,player4112,1220,1327,win,London System,21,resign
1765363500,blitz,black,player6624,1267,1320,loss,Pirc Defense,46,outoftime
1765478820,blitz,white,player9851,1380,1325,win,English Opening,20,outoftime
1765479180,blitz,black,player7788,1276,1334,win,French Defense,33,resign
1765479600,blitz,white,player6565,1419,1327,loss,Italian Game,51,outoftime
1765533360,blitz,white,player5811,1365,1335,win,Vienna Game,35,resign
1765534080,rapid,black,player665,1393,1369,win,Pirc Defense,49,mate
1765534980,rapid,white,player2744,1369,1364,loss,Scotch Game,31,resign
1765535220,blitz,white,player7029,1392,1330,loss,Vienna Game,45,mate
1765536120,blitz,black,player9481,1391,1329,draw,Scandinavian Defense,50,draw
1765537080,rapid,white,player2859,1305,1356,loss,Scotch Game,38,mate
1765537380,rapid,black,player2300,1401,1365,win,Scandinavian Defense,37,resign
1765537800,blitz,white,player3243,1420,1336,win,English Opening,36,mate
1765626000,blitz,black,player8049,1244,1344,win,Sicilian Defense,68,mate
1765626840,rapid,white,player3558,1430,1356,loss,Italian Game,36,mate
1765627620,blitz,black,player5720,1417,1352,win,King's Indian Defense,37,resign
1765628160,rapid,black,player150,1329,1349,loss,Pirc Defense,17,outoftime
1765629060,rapid,white,player4172,1264,1342,loss,Italian Game,43,resign
1765629600,blitz,black,player849,1399,1360,win,Scandinavian Defense,60,resign
1765733940,rapid,black,player1745,1475,1334,loss,King's Indian Defense,33,outoftime
1765734840,blitz,white,player1526,1385,1352,loss,Ruy Lopez,31,resign
1765735560,bullet,black,player3567,1191,1176,loss,Caro-Kann Defense,57,mate
1765735920,rapid,white,player3710,1395,1341,win,Queen's Gambit,34,resign
1766347140,rapid,black,player7259,1418,1333,loss,King's Indian Defense,17,resign
1766348100,blitz,black,player2002,1248,1359,win,Sicilian Defense,31,outoftime
1766606040,blitz,black,player3739,1341,1353,loss,French Defense,34,resign
1766686140,rapid,black,player662,1332,1327,loss,Dutch Defense,28,mate
1766687040,blitz,black,player2601,1299,1362,win,Pirc Defense,30,outoftime
1766688060,rapid,white,player2708,1442,1319,loss,Italian Game,55,resign
1766688600,blitz,black,player3296,1351,1371,win,French Defense,37,resign
1766867820,bullet,white,player2472,1222,1182,win,Scotch Game,44,resign
1766868240,rapid,white,player2856,1426,1313,loss,King's Gambit,62,outoftime
1766944980,blitz,black,player2046,1287,1373,draw,Scandinavian Defense,38,draw
1766945880,rapid,white,player6360,1379,1308,loss,Vienna Game,54,outoftime
1766946360,rapid,black,player8451,1203,1313,win,French Defense,40,resign
1767202860,rapid,black,player423,1207,1323,win,Scandinavian Defense,56,outoftime
1767203460,rapid,black,player2022,1418,1318,loss,Sicilian Defense,45,mate
1767203820,blitz,black,player9315,1279,1383,win,Dutch Defense,55,mate
1767204300,bullet,white,player101,1179,1192,win,Queen's Gambit,38,outoftime
1767357060,rapid,black,player701,1330,1323,win,Scandinavian Defense,42,mate
1767357480,blitz,white,player7014,1408,1391,win,Ruy Lopez,47,resign
1767358080,rapid,white,player3438,1223,1315,loss,Vienna Game,42,mate
1767358380,rapid,black,player8479,1367,1322,win,Pirc Defense,26,resign
1767461880,blitz,black,player6044,1301,1384,loss,Sicilian Defense,29,resign
1767462960,blitz,black,player3740,1480,1390,win,Caro-Kann Defense,33,outoftime
1767464040,blitz,black,player4720,1487,1381,loss,Scandinavian Defense,42,resign
1767464760,blitz,white,player8811,1332,1374,loss,Italian Game,10,outoftime
1767465360,blitz,white,player9398,1414,1368,loss,Scotch Game,28,mate
1767554580,rapid,white,player4619,1326,1329,win,Vienna Game,54,resign
1767555480,bullet,white,player1576,1296,1199,win,Scotch Game,33,resign
1767556320,blitz,white,player275,1385,1375,win,Queen's Gambit,52,resign
1767557040,bullet,white,player3215,1210,1190,loss,English Opening,34,resign
1767558120,rapid,white,player8752,1352,1323,loss,Vienna Game,36,resign
1767558780,bullet,white,player8218,1150,1181,loss,Ruy Lopez,34,mate
1767631380,blitz,white,player6549,1372,1382,win,Scotch Game,40,resign
1767632460,bullet,white,player5482,1232,1176,loss,English Opening,49,resign
1767632940,blitz,white,player3336,1459,1390,win,King's Gambit,52,resign
1767633300,blitz,black,player6071,1455,1384,loss,Sicilian Defense,46,resign
1767633900,bullet,black,player195,1223,1171,loss,Sicilian Defense,20,resign
1767634320,blitz,black,player3360,1354,1391,win,Sicilian Defense,59,mate
1767634980,bullet,black,player6651,1174,1165,loss,Sicilian Defense,8,resign
1767636000,rapid,white,player3974,1245,1318,loss,Queen's Gambit,37,resign
1767817620,blitz,black,player8476,1452,1394,draw,King's Indian Defense,42,draw
1767817920,bullet,white,player3068,1157,1160,loss,Vienna Game,48,resign
1767818340,bullet,white,player7084,1061,1167,win,London System,47,outoftime
1767819360,blitz,black,player1105,1447,1389,loss,Scandinavian Defense,39,resign
